""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"symbol"
"PRADC1"	-0.218194390558698	7.39872928800751	-1.0433042066793	0.312622907931476	0.513182248090089	-5.79378595986386	"PRADC1"
"DDT"	0.223909053272886	11.3475136744843	1.04324761700278	0.312648299030077	0.513182248090089	-5.7938427589234	"DDT"
"TAAR1"	0.312819492360705	4.2654611090507	1.04320890521417	0.312665669397061	0.513182248090089	-5.79388161240968	"TAAR1"
"FGFR1"	-0.307770365624475	8.29501920846027	-1.04318419591974	0.312676757069617	0.513182248090089	-5.79390641149532	"FGFR1"
"STK17A"	0.259967880225091	8.08939848703691	1.04306172501447	0.312731716995634	0.513228773037724	-5.79402931993936	"STK17A"
"WDR69"	-0.310311454407443	4.07282568424397	-1.04297691115395	0.312769782075621	0.513228773037724	-5.79411442948154	"WDR69"
"ASGR2"	0.335124221603284	9.65266642400877	1.04294800446477	0.312782756374211	0.513228773037724	-5.79414343557696	"ASGR2"
"CCL19"	0.531121393101735	5.21537093763451	1.04287696818507	0.312814641509223	0.513238619101769	-5.7942147131832	"CCL19"
"MBOAT4"	-0.372113452723609	4.00522344033072	-1.04271544510647	0.312887151028223	0.513315110920702	-5.79437676934286	"MBOAT4"
"HNF1B"	-0.212207376739367	5.51890262894599	-1.04263601045771	0.31292281458842	0.51332962061175	-5.79445645817829	"HNF1B"
"IMPG2"	-0.208898785789292	4.98561785267002	-1.04258042241403	0.312947773550274	0.51332962061175	-5.7945122209735	"IMPG2"
"LOC692247"	0.264085739643563	5.09192076389504	1.04245940560853	0.313002114920641	0.513376287091279	-5.79463360931303	"LOC692247"
"SLC25A3P1"	-0.232141470463075	11.193114081915	-1.04195133368804	0.313230333897051	0.513661365670531	-5.79514310787675	"SLC25A3P1"
"IL36B"	-0.410273385320056	3.35846026530803	-1.04190661840989	0.313250425146251	0.513661365670531	-5.79518793841221	"IL36B"
"EFNB1"	0.286271747423695	8.35203306162058	1.04187368278712	0.313265224214131	0.513661365670531	-5.79522095786335	"EFNB1"
"MIS18A"	-0.26269229795991	11.6107673843379	-1.04183358989664	0.313283239961689	0.513661365670531	-5.79526115157868	"MIS18A"
"FLJ31306"	0.244825506141589	9.47430868572	1.04178415464495	0.313305454731662	0.513661365670531	-5.79531070930456	"FLJ31306"
"COMMD9"	-0.256413214292885	12.1335861865396	-1.04168360812205	0.313350640938238	0.513692973007308	-5.79541149864262	"COMMD9"
"RHOA"	-0.185187485805312	15.0797705787221	-1.04131273867017	0.313517352598429	0.513923782020638	-5.79578319085014	"RHOA"
"KIAA0922"	-0.196501428855203	12.5211942765157	-1.0411321349514	0.313598560011898	0.51399287563253	-5.79596415370976	"KIAA0922"
"ARFIP2"	0.201204372771626	10.8395128429853	1.04110369765106	0.313611348063463	0.51399287563253	-5.79599264508099	"ARFIP2"
"PLAC4"	-0.228914408561736	6.38154663552014	-1.04093995845647	0.313684987743228	0.51407107504527	-5.79615668249116	"PLAC4"
"BAG1"	0.21917806695292	9.04901294583691	1.04038812284344	0.313933260973232	0.514300043567482	-5.79670935850169	"BAG1"
"CDC25C"	-0.270981364563724	6.62318833871772	-1.04035930092168	0.313946231979041	0.514300043567482	-5.7967382173378	"CDC25C"
"LOC101060571"	-0.240243090331449	4.64884386447414	-1.04031487099126	0.313966227964817	0.514300043567482	-5.79678270281558	"LOC101060571"
"MAP7D2"	-0.290484246194978	4.68117870221436	-1.04021049925611	0.314013204776596	0.514300043567482	-5.79688719856163	"MAP7D2"
"LOXL2"	0.307226978199131	7.14173542187294	1.04020637887187	0.314015059429907	0.514300043567482	-5.79689132365513	"LOXL2"
"MAN1A2"	0.289223465943783	5.12208451114742	1.04020619481372	0.314015142277721	0.514300043567482	-5.79689150792332	"MAN1A2"
"OR4N5"	-0.475743064863544	4.18214028589996	-1.04017334399528	0.314029929261916	0.514300043567482	-5.79692439577594	"OR4N5"
"LINC00158"	-0.245971955772356	5.92716205205689	-1.04016013534389	0.31403587495169	0.514300043567482	-5.79693761906429	"LINC00158"
"C12orf39"	-0.302046005222276	6.21964667950948	-1.04011065971902	0.314058146435096	0.514300043567482	-5.79698714822129	"C12orf39"
"SPOCD1"	0.325535558463701	6.74732841985412	1.03995092879732	0.314130057194201	0.514304003259254	-5.79714703803237	"SPOCD1"
"GP9"	0.488392990652324	11.8595804024241	1.0399378243717	0.314135957325918	0.514304003259254	-5.79716015454867	"GP9"
"CX3CL1"	0.420344312358096	5.87466641858759	1.03993244526727	0.314138379235063	0.514304003259254	-5.79716553857462	"CX3CL1"
"SLC26A7"	0.247158300719542	4.28704955196894	1.03984838209657	0.314176229919472	0.514323504528013	-5.79724967552111	"SLC26A7"
"ADPGK"	-0.270002363621468	11.8459479303189	-1.03945806289798	0.314352020043847	0.514568798268752	-5.7976402600337	"ADPGK"
"C17orf66"	0.351255014277291	7.30075955294832	1.03934883214839	0.314401227588469	0.514583824128443	-5.79774954226743	"C17orf66"
"PDE6C"	-0.308837397373758	4.7671360675501	-1.03932247041824	0.314413104161594	0.514583824128443	-5.79777591493144	"PDE6C"
"ZNF596"	0.300609740798101	5.47479687288698	1.03920322824663	0.314466829581285	0.514629275085649	-5.79789519931643	"ZNF596"
"TTC34"	0.289167697222586	5.77870193266843	1.03883422562059	0.314633128353794	0.514858931171001	-5.79826425740067	"TTC34"
"TOPAZ1"	-0.262011752485774	4.41403532733881	-1.03865581057378	0.314713557595229	0.514948045882011	-5.7984426585061	"TOPAZ1"
"DTWD2"	-0.264086856373818	7.77743685668841	-1.03850762176774	0.314780372170215	0.515014870813683	-5.7985908155343	"DTWD2"
"PCDHB8"	-0.461558798762515	3.40034646483372	-1.03843311964439	0.314813967154799	0.515027338345326	-5.79866529475702	"PCDHB8"
"MS4A1"	0.360818536409349	11.0574273567137	1.03832995454393	0.314860491307899	0.515060953853067	-5.79876842049636	"MS4A1"
"MARK4"	0.220751868860146	4.01881119055937	1.03821468696909	0.314912479156705	0.515103500801777	-5.79888363358349	"MARK4"
"ELF5"	-0.255865932072412	5.77786780825333	-1.03791025680274	0.315049812676844	0.515285629444566	-5.79918786651103	"ELF5"
"ZDHHC19"	0.454328468289325	5.46387169603987	1.03776850761511	0.315113772837353	0.515347730766994	-5.79932949745831	"ZDHHC19"
"C7orf26"	-0.197650894248916	11.1810696107481	-1.03764837857909	0.315167984871291	0.515379468111883	-5.79944951315489	"C7orf26"
"RWDD3"	0.368435520901691	5.18436567664786	1.03761031443477	0.315185163925998	0.515379468111883	-5.79948753887247	"RWDD3"
"LOC643037"	-0.209315997037963	5.6864652257391	-1.03743595966916	0.3152638620998	0.515465643416743	-5.79966170215919	"LOC643037"
"SDK2"	-0.279286221061627	6.1415943075178	-1.0373404022052	0.315306999699556	0.515493666725164	-5.79975714391152	"SDK2"
"KCTD2"	-0.25289959329082	10.1128054378724	-1.03700209325171	0.315459757056576	0.515700887370582	-5.80009498191191	"KCTD2"
"LAMTOR3"	0.303487577531504	10.1240570956035	1.03670429538121	0.315594266516406	0.515846288133228	-5.80039228611588	"LAMTOR3"
"DZIP3"	-0.288589521295617	6.93721398139718	-1.03668998258871	0.315600732365553	0.515846288133228	-5.80040657331604	"DZIP3"
"C14orf119"	0.264009020667198	4.98473364314235	1.03622318595889	0.315811661571073	0.516148501947844	-5.80087244147384	"C14orf119"
"NUSAP1"	0.236632541818192	8.1486454267724	1.03602179744267	0.315902693428332	0.516254727214783	-5.80107337321107	"NUSAP1"
"PTGR1"	0.244110132520777	5.01009390124747	1.03584721877673	0.315981621970815	0.516341157115323	-5.80124752848575	"PTGR1"
"MYH16"	0.277586784729798	3.89761097089053	1.03578600041387	0.316009302693994	0.516343836326041	-5.80130859234978	"MYH16"
"NTN1"	-0.302080804778418	4.32953702346915	-1.03571624849264	0.316040844112773	0.516352822764342	-5.80137816441882	"NTN1"
"HDAC1"	0.208175572505208	13.6133072932464	1.03564382737486	0.316073594927661	0.516363783490621	-5.80145039449991	"HDAC1"
"LOC100509861"	-0.241575914993028	7.60266706436982	-1.03545055598715	0.316161009521181	0.51642572367805	-5.80164313460823	"LOC100509861"
"DOK7"	-0.316810992738274	7.64396496491181	-1.03544482921308	0.316163599945927	0.51642572367805	-5.80164884516391	"DOK7"
"PSIP1"	-0.373601983082927	9.61539306841422	-1.03526240856615	0.316246123332472	0.516517968157846	-5.80183073484726	"PSIP1"
"C12orf66"	0.271365335636238	4.98271254071826	1.03492822799434	0.316397340076121	0.516722383578727	-5.80216387058706	"C12orf66"
"LOC100652774"	-0.304114259238288	10.1838872001318	-1.03486227284416	0.316427190942731	0.516728573712113	-5.80222960849521	"LOC100652774"
"TMEM235"	0.446662483769514	3.84600828431434	1.03465374797744	0.316521581271786	0.516840147694718	-5.80243742260258	"TMEM235"
"C1orf109"	-0.242384294676425	7.72457694684735	-1.03459507085266	0.316548145564358	0.516840960988973	-5.80249589317208	"C1orf109"
"GDE1"	0.239333725366689	10.8441955482557	1.03412012034782	0.316763224141418	0.517149543703255	-5.80296906580467	"GDE1"
"HLA-DPB1"	-0.481747626908111	7.63496503373254	-1.03383997294839	0.316890136601396	0.517314146923472	-5.80324807609289	"HLA-DPB1"
"PCDHGB2"	0.194074288039074	4.6096358233185	1.03353916043666	0.317026451539091	0.517494071055989	-5.80354759453919	"PCDHGB2"
"TM9SF2"	-0.23216301404913	11.6459462080858	-1.03335617020513	0.317109395276472	0.517558413993957	-5.80372976054231	"TM9SF2"
"WFDC10B"	-0.354199207055283	4.13375844107175	-1.03333702518426	0.317118074017177	0.517558413993957	-5.80374881771134	"WFDC10B"
"AICDA"	-0.250876614656366	5.73286857792707	-1.0332308703289	0.317166198794504	0.517577209139703	-5.80385447988485	"AICDA"
"ARL8B"	-0.381524405624636	9.42791268085247	-1.03319646619546	0.317181796865873	0.517577209139703	-5.8038887223206	"ARL8B"
"FAM192A"	0.30515708667594	11.0491994855146	1.03309064270636	0.317229778351413	0.517612906941394	-5.803994042238	"FAM192A"
"LOC100507564"	-0.241079518641443	10.1814224520718	-1.03297086821178	0.317284091673316	0.517658929457624	-5.80411323547155	"LOC100507564"
"FNDC3B"	0.292767049698635	9.8159612431688	1.03286061680065	0.317334092543864	0.51766974120127	-5.8042229412287	"FNDC3B"
"KISS1"	-0.284689227484954	5.54555150615559	-1.0327998758032	0.317361642031509	0.51766974120127	-5.80428337726344	"KISS1"
"THBD"	0.417008005738258	4.17657095484322	1.03275198937302	0.317383362457302	0.51766974120127	-5.80433102109392	"THBD"
"C9orf64"	0.631743313509549	2.61551905704138	1.03272600162102	0.317395150483349	0.51766974120127	-5.80435687638503	"C9orf64"
"LOC388813"	0.27496611893166	4.19923054206603	1.03258152591986	0.317460690305469	0.517734048969966	-5.80450060538347	"LOC388813"
"SOX15"	-0.230170249539587	5.9654653846118	-1.03250324884379	0.317496203913064	0.51774938162581	-5.8045784706007	"SOX15"
"AXIN2"	-0.303129005077885	6.54484173286241	-1.03228885698041	0.317593486218271	0.51785383633897	-5.80479170817893	"AXIN2"
"CEP72"	0.300221344848805	6.9644206545036	1.03221510950091	0.317626954781864	0.51785383633897	-5.80486504971147	"CEP72"
"PAH"	-0.364570524363262	4.33429908835076	-1.03218942888423	0.317638609923066	0.51785383633897	-5.80489058789944	"PAH"
"PRR15L"	-0.270649628101759	4.22767218398436	-1.03204833367576	0.317702651437053	0.517887098136314	-5.80503089072573	"PRR15L"
"KRT74"	-0.286468682611796	5.87267221583294	-1.03202939138521	0.317711249835088	0.517887098136314	-5.80504972536903	"KRT74"
"ACTA2"	0.45185897854161	9.29752433855431	1.03185315411573	0.317791256538474	0.517974930920252	-5.80522494670467	"ACTA2"
"EPHA4"	-0.317799471802904	5.63029854739063	-1.03177779784821	0.317825470562508	0.517988116908877	-5.80529986064107	"EPHA4"
"WDR12"	0.266054581937293	5.95065744281718	1.0314467221135	0.317975820354963	0.518164988082735	-5.80562893669187	"WDR12"
"HEBP1"	-0.288209983494021	8.50425855279489	-1.03142373651499	0.317986260590615	0.518164988082735	-5.80565178005218	"HEBP1"
"ZC3H12A"	-0.525080303417741	13.9590828966451	-1.03114971717682	0.318110741273345	0.518325234445548	-5.8059240696542	"ZC3H12A"
"LRRC14"	0.254352499180569	8.62812426226965	1.03056649700851	0.318375801454987	0.518685088365094	-5.80650339897832	"LRRC14"
"RAD9A"	0.245477508021041	9.72949256267082	1.03051980889649	0.3183970269939	0.518685088365094	-5.80654976330672	"RAD9A"
"SMARCA4"	0.348824112698937	9.92244735803732	1.03049111729053	0.318410071392976	0.518685088365094	-5.80657825502988	"SMARCA4"
"ABCF3"	-0.299755224604031	10.8601723446714	-1.03035275224167	0.318472983301884	0.518738559501822	-5.806715646467	"ABCF3"
"CASP16"	0.480471271454062	4.57013280347689	1.03030385061682	0.318495220061286	0.518738559501822	-5.80676420015888	"CASP16"
"FMO9P"	-0.302258846959104	4.22544859694299	-1.02985305466659	0.318700260531862	0.51900596745899	-5.8072116943842	"FMO9P"
"TFRC"	-0.407338792963084	11.0862646681612	-1.02982779147438	0.31871175407407	0.51900596745899	-5.80723676750674	"TFRC"
"MT1E"	0.356001619521173	8.90866416457358	1.02970276460445	0.318768639696397	0.519041099007546	-5.80736084585705	"MT1E"
"CLTA"	-0.249222711980763	8.34187062588506	-1.02966227420408	0.318787063873627	0.519041099007546	-5.80740102626896	"CLTA"
"ANKRD30B"	-0.486950699480678	5.92793202838761	-1.02958553716208	0.318821983308139	0.519041099007546	-5.80747717205579	"ANKRD30B"
"OC90"	-0.223614543668822	8.16549734853176	-1.02955026177195	0.31883803640871	0.519041099007546	-5.80751217399573	"OC90"
"SCGB1D1"	0.272563284359019	4.70517565422338	1.0294797788545	0.318870113466912	0.519050702719147	-5.80758210741658	"SCGB1D1"
"KPNA5"	-0.346555272778403	7.24080907572427	-1.02932197061929	0.318941941036887	0.519125004669134	-5.80773867026163	"KPNA5"
"CENPE"	-0.262769088306082	6.5961117983823	-1.02909141252647	0.319046902137868	0.519253219698731	-5.80796737132789	"CENPE"
"RNF151"	-0.214949693842609	6.88203251733192	-1.02895535720695	0.319108852688501	0.519311419165102	-5.80810230989548	"RNF151"
"ZC2HC1C"	-0.29199958036115	4.76662112727655	-1.02841662888215	0.319354238633261	0.519666068161137	-5.80863646398629	"ZC2HC1C"
"PRPF8"	-0.233895896085556	12.8391785908801	-1.02836185240527	0.319379196419791	0.519666068161137	-5.80869076174443	"PRPF8"
"ABCA9"	0.218589567785934	4.52945045762726	1.02827924104372	0.319416839254773	0.519684671268043	-5.80877264636806	"ABCA9"
"PIGR"	0.411988326606167	3.2221894910257	1.02820914577441	0.319448781484835	0.519693997315499	-5.80884212051857	"PIGR"
"ITPA"	0.356033706383185	10.7018171441943	1.02814314301556	0.319478860865982	0.519700291512897	-5.808907534658	"ITPA"
"EFEMP1"	-0.235882766509638	4.05610252017878	-1.0280667134363	0.319513694594872	0.519714318000585	-5.80898327806801	"EFEMP1"
"ART4"	0.298816191514774	3.33850896497131	1.02795247928842	0.319565763310377	0.519756373957686	-5.80909647751637	"ART4"
"ZNF236"	-0.325916196341374	5.54901950530045	-1.02780447058992	0.319633235762814	0.519823474303237	-5.80924312932691	"ZNF236"
"ADAM21"	-0.267841264474874	4.82053242129012	-1.02765830463868	0.319699878205577	0.519889213898153	-5.80938793726067	"ADAM21"
"GJB7"	-0.201849183832334	6.26309370767016	-1.02712938798195	0.319941114175859	0.520238839747329	-5.80991179010784	"GJB7"
"GNL3L"	-0.268343920515251	9.0942827668833	-1.02673997541211	0.320118806612356	0.520470063514337	-5.81029732453726	"GNL3L"
"FZD1"	0.438143460166826	6.09653913533376	1.02665919989229	0.320155674073834	0.520470063514337	-5.81037727969203	"FZD1"
"REEP4"	-0.278616163665146	11.5616572255912	-1.0266040682941	0.320180838918663	0.520470063514337	-5.81043184822555	"REEP4"
"AP3S1"	0.429865878537984	8.85568225739152	1.02658769845328	0.320188311213833	0.520470063514337	-5.81044805038866	"AP3S1"
"SLC39A4"	-0.259757355931605	10.5389950987724	-1.02646579330497	0.320243960850653	0.520477810438996	-5.81056869978283	"SLC39A4"
"EFCAB8"	-0.291480975733713	5.6106852888344	-1.02646225470324	0.320245576324175	0.520477810438996	-5.810572201747	"EFCAB8"
"SQLE"	-0.374361886525544	6.78060364348399	-1.02636383007722	0.320290512342291	0.52048129382806	-5.8106696031067	"SQLE"
"HIST1H2AM"	0.222434510262266	5.31497076836484	1.02627529245935	0.320330938287345	0.52048129382806	-5.81075721330557	"HIST1H2AM"
"LILRP2"	0.26783517135795	5.04573263633834	1.02623893636816	0.320347539403072	0.52048129382806	-5.81079318666745	"LILRP2"
"LACE1"	0.358232674222236	3.43022807290683	1.02618015726163	0.320374380743878	0.52048129382806	-5.81085134464681	"LACE1"
"EDF1"	-0.235270753709518	14.0345472715049	-1.02616665281836	0.320380547744141	0.52048129382806	-5.81086470597728	"EDF1"
"SCO1"	0.316928374812275	8.01631752430544	1.02611263087338	0.320405218502385	0.52048129382806	-5.81091815389679	"SCO1"
"MACC1"	-0.309428204137483	4.14728228636827	-1.02588941807462	0.320507169845041	0.520604256876175	-5.81113896892807	"MACC1"
"DDX28"	-0.341681346485047	8.5311123437213	-1.0255107708547	0.320680168322394	0.520800999950595	-5.81151345309457	"DDX28"
"PDE1C"	-0.336350138018518	4.86800294457256	-1.02549495323749	0.32068739662202	0.520800999950595	-5.81152909418667	"PDE1C"
"AQP2"	-0.438041041245956	3.21054721914832	-1.02543785819127	0.320713488762043	0.520800999950595	-5.81158555030383	"AQP2"
"CCDC80"	-0.484884946128436	3.65174092940859	-1.02539438371532	0.320733357393419	0.520800999950595	-5.811628536439	"CCDC80"
"TRAF4"	-0.521690579689698	11.3008132138482	-1.02524088501213	0.320803516173672	0.52084085121467	-5.81178029823373	"TRAF4"
"TNFAIP3"	-0.814228531408404	14.5258382366479	-1.02522574760236	0.320810435539881	0.52084085121467	-5.81179526328567	"TNFAIP3"
"ARHGAP20"	0.399775912024515	3.57878002395246	1.02509270259938	0.320871255510215	0.520896942382229	-5.81192678513706	"ARHGAP20"
"TRIM62"	-0.21358053209012	7.95229964022891	-1.02483641199029	0.320988439081354	0.52104451658658	-5.81218009975923	"TRIM62"
"C10orf85"	-0.246587676360505	3.88865816060362	-1.0246793252669	0.321060278901302	0.521098862999886	-5.8123353351776	"C10orf85"
"KCNA7"	0.19916782056977	5.85599037237438	1.02464827359156	0.321074481000081	0.521098862999886	-5.81236601844968	"KCNA7"
"METAP1D"	-0.33997160021749	6.73689037307906	-1.02432079261583	0.321224288342136	0.521299327979037	-5.81268956484722	"METAP1D"
"CCR7"	0.408558369518219	10.255989384261	1.02401452267183	0.321364437971035	0.521455440600312	-5.81299207358518	"CCR7"
"SH3GL1"	0.318698334443611	12.0906394773115	1.0239956343826	0.321373082718167	0.521455440600312	-5.81301072733505	"SH3GL1"
"SYCP3"	-0.227723871332463	7.61258277770066	-1.02387021000591	0.321430490876735	0.52150591384534	-5.8131345866956	"SYCP3"
"PARD6A"	0.228648354726395	8.6763869102733	1.02380188058238	0.32146176912161	0.521513987738773	-5.81320205796252	"PARD6A"
"SMG9"	-0.214093042692859	8.42170095058791	-1.02338173805292	0.321654140093534	0.521783382948097	-5.81361683771165	"SMG9"
"CTAGE11P"	0.19746772448863	7.85852755746977	1.02321340707563	0.321731237070315	0.521865753323806	-5.81378297848658	"CTAGE11P"
"IGFL4"	0.226604884790149	4.09745479069031	1.02315043043144	0.321760084297105	0.521869852878774	-5.81384512960667	"IGFL4"
"PPP1CB"	-0.269353770062638	12.1322336147383	-1.02284244245102	0.321901188680756	0.52205600925585	-5.81414903237148	"PPP1CB"
"OR8G2"	0.25563265186948	4.00487825835773	1.02262253128529	0.322001967890218	0.522176741582338	-5.8143659778339	"OR8G2"
"UBFD1"	-0.27526809823415	5.01863594528582	-1.02252842290125	0.32204510206808	0.522203981338395	-5.81445880466784	"UBFD1"
"TNFRSF11B"	-0.412509676856215	4.65317305064989	-1.02205543897251	0.32226195492959	0.522471946035849	-5.81492523491914	"TNFRSF11B"
"OLAH"	-0.366687639636534	4.6571687642547	-1.02205303515753	0.322263057293647	0.522471946035849	-5.81492760494673	"OLAH"
"LRRC61"	0.222041611907717	14.0032739474299	1.02192833927277	0.322320245208341	0.52252193786207	-5.81505054148067	"LRRC61"
"GYPC"	-0.302880256421113	13.6256018100575	-1.02163114479823	0.322456573577746	0.522643159628877	-5.81534349011849	"GYPC"
"POLR2F"	0.258041233906067	10.7028151409662	1.02160152815149	0.322470161520554	0.522643159628877	-5.81537267958327	"POLR2F"
"OR9G4"	0.238988014934798	4.2876009184607	1.02159294828851	0.322474097987678	0.522643159628877	-5.81538113555508	"OR9G4"
"FAM13B"	0.189121231655366	10.0112593550666	1.02137968030229	0.322571957045019	0.522759032634951	-5.815591304121	"FAM13B"
"RGS18"	-0.417369321607509	12.823178792592	-1.02121464630658	0.322647698293941	0.522839045584527	-5.81575391344393	"RGS18"
"LPCAT2"	-0.215659366196115	12.0258663439778	-1.02109457958872	0.322702810113142	0.522885081234658	-5.81587220176043	"LPCAT2"
"ALDH1A3"	0.340371227652437	4.26500582410595	1.02103785564689	0.322728849311567	0.522885081234658	-5.81592808130524	"ALDH1A3"
"RNF149"	0.36439767351706	9.64270356115133	1.02068927418667	0.322888899106394	0.523101649765633	-5.81627141437252	"RNF149"
"NDUFA5"	-0.258905586811583	5.32336782242603	-1.02061877666184	0.322921274671949	0.523111359002893	-5.81634083803776	"NDUFA5"
"OR13D1"	-0.235845025552554	4.02224826499939	-1.020553190185	0.322951396954721	0.523117416781162	-5.8164054217111	"OR13D1"
"SOST"	0.291925064940648	3.76479280602317	1.02033716940846	0.32305062429536	0.523235400958046	-5.81661811400208	"SOST"
"MAGEB5"	0.348180040891495	4.09072775521003	1.02025630971398	0.323087772133389	0.523252825766629	-5.81669771770432	"MAGEB5"
"H2AFB3"	0.280076862752621	7.2138990658977	1.02006229276642	0.323176918133631	0.523354453834828	-5.81688869856812	"H2AFB3"
"DOK6"	-0.397344707360932	4.9543823617136	-1.01928670420281	0.323533457769737	0.523855081988848	-5.81765183408191	"DOK6"
"CORO1A"	0.410907646981077	13.9597837819765	1.01925421740313	0.323548398155684	0.523855081988848	-5.81768378822511	"CORO1A"
"MAP3K8"	0.566702850895722	8.41076180160849	1.01921742071112	0.323565321218349	0.523855081988848	-5.81771998052301	"MAP3K8"
"OR10Z1"	0.33204354837723	3.75244451052245	1.01912986946476	0.323605589210413	0.52387750023384	-5.81780608914104	"OR10Z1"
"LOC100631378"	-0.309166038110209	4.39848670587348	-1.01868135614	0.323811932970612	0.524168749035946	-5.81824711094029	"LOC100631378"
"ZMYND19"	0.214303359104264	7.57188164966242	1.01850526804106	0.323892970064009	0.524257127381973	-5.81842021156922	"ZMYND19"
"ACTL7B"	-0.226069243340427	4.89934007290278	-1.01842674507555	0.323929111610341	0.524272828749476	-5.81849739392102	"ACTL7B"
"GRIK5"	-0.371059648163638	5.41794860652978	-1.0182039524739	0.324031671439224	0.5243926130533	-5.8187163545653	"GRIK5"
"RD3L"	0.308934045368919	4.65759458433326	1.01815107546919	0.324056016125786	0.5243926130533	-5.81876831597021	"RD3L"
"CCNI"	-0.450862179806568	13.4047736402802	-1.01791218126755	0.324166019831041	0.524516923279853	-5.81900304423321	"CCNI"
"MRPL2"	0.280067209735295	7.42050896609579	1.01771816913486	0.324255376316082	0.524516923279853	-5.81919363775613	"MRPL2"
"SCHIP1"	0.248844884405956	4.53373637454206	1.01765458340847	0.324284665928961	0.524516923279853	-5.81925609617083	"SCHIP1"
"KCTD5"	-0.309057363311869	9.55172932051203	-1.01761092590987	0.324304777059817	0.524516923279853	-5.81929897769495	"KCTD5"
"TIGD1"	-0.293941774100889	6.90624843756924	-1.0175850978697	0.324316675346203	0.524516923279853	-5.81932434590861	"TIGD1"
"KCTD10"	-0.180318934482279	10.0175888459311	-1.01753853360271	0.324338127045361	0.524516923279853	-5.81937007975538	"KCTD10"
"PTCHD3"	-0.394431762478591	4.32058853213668	-1.01749675585788	0.324357374504144	0.524516923279853	-5.81941111088876	"PTCHD3"
"UPK3A"	-0.235678194445826	6.87657329412218	-1.0174607731137	0.324373952797919	0.524516923279853	-5.81944644940649	"UPK3A"
"SULT1C2P1"	-0.264975546429159	5.66873202723945	-1.01743620738351	0.324385271290144	0.524516923279853	-5.81947057469167	"SULT1C2P1"
"RAB7A"	0.258546879425951	12.5701242643309	1.01740995136901	0.324397368881422	0.524516923279853	-5.81949635939402	"RAB7A"
"PTPN23"	0.238862145150682	11.2475998648065	1.0171229063982	0.324529647336489	0.524688017562614	-5.81977821387163	"PTPN23"
"INCENP"	-0.239103981320244	5.09616641728384	-1.01690749203809	0.324628941694268	0.524805760775699	-5.81998968743803	"INCENP"
"UBXN1"	-0.33809832949274	9.6342362315834	-1.01661725601054	0.324762759119332	0.524979291359702	-5.82027455209981	"UBXN1"
"PCDHGC3"	0.288325815681858	4.57059616592675	1.0164527864253	0.324838607641776	0.525059094507306	-5.82043594637833	"PCDHGC3"
"DPP8"	-0.203922608250469	12.2636796130757	-1.01622755916977	0.324942496342473	0.525165307432731	-5.82065692530331	"DPP8"
"KCNJ16"	0.29039532855442	4.20493729411169	1.01614511499519	0.324980530614419	0.525165307432731	-5.82073780370021	"KCNJ16"
"COL15A1"	0.275549600154183	4.24651561402663	1.01613807924797	0.324983776588643	0.525165307432731	-5.82074470555958	"COL15A1"
"SULF2"	0.349551360775061	11.3373877440927	1.01595080762746	0.325070183721911	0.525175705850017	-5.82092839814181	"SULF2"
"ABRACL"	0.306316667395552	10.3167429209145	1.01587260286097	0.325106272261481	0.525175705850017	-5.82100509955584	"ABRACL"
"NMD3"	-0.47604628261806	7.37321076510455	-1.01585169541707	0.32511592074026	0.525175705850017	-5.82102560421729	"NMD3"
"LOC642131"	0.239283440740134	3.98431529268422	1.01581374528982	0.325133434690067	0.525175705850017	-5.82106282229364	"LOC642131"
"KCTD15"	0.42677244894116	7.6049634285878	1.01577268357531	0.325152385393653	0.525175705850017	-5.82110309056889	"KCTD15"
"FAM64A"	-0.278510393225979	5.59445053139614	-1.01571223943534	0.325180282862983	0.525175705850017	-5.82116236415713	"FAM64A"
"NPY1R"	-0.363633589094076	3.78115428977427	-1.01557676143286	0.325242817771782	0.525175705850017	-5.82129520733426	"NPY1R"
"EIF2B3"	0.297056232041921	7.35481166323806	1.01549338785565	0.325281306214986	0.525175705850017	-5.82137695174644	"EIF2B3"
"UTRN"	0.21775849670492	6.44956762867721	1.01547353201476	0.325290472912792	0.525175705850017	-5.82139641873004	"UTRN"
"TMEM55B"	-0.429154946014233	10.1799123523286	-1.01536383714071	0.325341118251172	0.525175705850017	-5.82150395935077	"TMEM55B"
"PARK7"	-0.24815420514594	12.6124494207673	-1.0153147488909	0.325363783768501	0.525175705850017	-5.82155208029299	"PARK7"
"NAA15"	-0.20087377272673	7.65228626236654	-1.01529940209469	0.325370870076004	0.525175705850017	-5.82156712425663	"NAA15"
"C17orf70"	0.336319127571868	8.06039613312408	1.01529273773855	0.325373947343925	0.525175705850017	-5.82157365704574	"C17orf70"
"PHF2"	-0.250164353416495	9.34793397126647	-1.01528788309775	0.32537618898847	0.525175705850017	-5.82157841582316	"PHF2"
"PIH1D1"	0.205656047857306	11.4854360751243	1.01526336620528	0.325387509903544	0.525175705850017	-5.82160244828336	"PIH1D1"
"ZNF211"	-0.26668203455719	8.59432986190091	-1.01495676465663	0.325529109923578	0.525361483930058	-5.82190294888631	"ZNF211"
"FAM150B"	0.23732900759777	5.25955021403146	1.01477448308107	0.325613315198917	0.525426736279066	-5.82208156576719	"FAM150B"
