""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"symbol"
"KCTD8"	-1.10345347881885	7.93612382876369	-3.6631166045343	0.00216124219906743	0.0285762601082364	-1.39564693032178	"KCTD8"
"FIG4"	1.42145211738396	6.59688697803599	3.66299084703519	0.00216181108343527	0.0285762601082364	-1.39589632915547	"FIG4"
"ZNF516"	1.19515032352568	7.85842889532325	3.66229926694925	0.00216494224397323	0.0285898732291628	-1.39726784779669	"ZNF516"
"OTUD4"	-1.2005778212286	10.612181306655	-3.66212659980742	0.00216572471203362	0.0285898732291628	-1.39761027445359	"OTUD4"
"RAX2"	-0.981574042816031	9.02597627750137	-3.6611763494333	0.00217003600052393	0.0286277270914095	-1.39949476569308	"RAX2"
"GLYATL3"	-1.01025533963638	7.14903031358126	-3.6603251810812	0.00217390506456506	0.0286597005453431	-1.40118275093241	"GLYATL3"
"CTNND1"	1.24522243526166	7.76776320850438	3.65973131776035	0.00217660862344859	0.0286762762695938	-1.40236045814629	"CTNND1"
"FAM13A"	0.939091398241722	5.44199283538303	3.65801021055072	0.0021844630236303	0.0287606459711432	-1.40577360485752	"FAM13A"
"FRAT1"	1.39404980228411	9.77656738935834	3.65678979178825	0.00219004972013709	0.028815066921618	-1.40819380352035	"FRAT1"
"ZNF324B"	0.754199132473482	6.03514542722623	3.65646775321648	0.00219152630111079	0.0288153736726955	-1.40883243075761	"ZNF324B"
"CORO2B"	0.714576605453152	5.54361179210015	3.65547493032923	0.00219608478817483	0.028856175732227	-1.41080126472125	"CORO2B"
"PCGF2"	-0.986912154100312	8.99148827273225	-3.65394863369936	0.00220311124765732	0.0289293310056619	-1.41382798255861	"PCGF2"
"HCAR2"	2.54443453676079	11.909787942449	3.65249188882036	0.00220983855252135	0.0289442250395058	-1.4167167414922	"HCAR2"
"MMAB"	-0.775543443798234	7.10879292669261	-3.6521978740018	0.00221119882168052	0.0289442250395058	-1.41729977557134	"MMAB"
"TMCO1"	0.939184899282559	10.4816317165427	3.65167545996549	0.00221361785969905	0.0289442250395058	-1.41833572393831	"TMCO1"
"HOXA3"	-0.798359414649609	7.4007125333288	-3.65160181063133	0.00221395910635484	0.0289442250395058	-1.4184817703993	"HOXA3"
"WBSCR17"	-2.10266579282599	8.23561235101893	-3.65142843317479	0.0022147626414076	0.0289442250395058	-1.41882557714983	"WBSCR17"
"PRKACG"	-1.07468237843998	6.23867529832992	-3.65121947791074	0.00221573145409958	0.0289442250395058	-1.41923993388799	"PRKACG"
"PCDHB18"	0.904835509709784	6.06239312112588	3.65113795467179	0.00221610954859355	0.0289442250395058	-1.41940159367247	"PCDHB18"
"TXNDC15"	1.46615399069479	4.60258473595821	3.65097277955045	0.00221687580837326	0.0289442250395058	-1.41972913398713	"TXNDC15"
"SEMA4D"	0.835516986415194	13.4136988791145	3.65021300964162	0.00222040386217079	0.0289442250395058	-1.42123574297287	"SEMA4D"
"LEMD3"	-0.788847573644764	11.5800126152826	-3.65016540298338	0.00222062511499885	0.0289442250395058	-1.42133014573574	"LEMD3"
"OR7E156P"	-0.746790537959679	7.27961349289813	-3.64998135976571	0.00222148066728871	0.0289442250395058	-1.42169509828868	"OR7E156P"
"RABGEF1"	1.49716105937688	8.68668199745435	3.64992070883503	0.0022217626845939	0.0289442250395058	-1.42181536726502	"RABGEF1"
"TP53"	1.33540516886427	10.1331470691915	3.64870451214952	0.00222742539436931	0.0289989433483615	-1.42422703590354	"TP53"
"CA4"	2.38833911986029	6.93513320643586	3.6475413812435	0.00223285456795814	0.029050551426164	-1.42653345406106	"CA4"
"SRGAP3"	-0.760506202724014	8.88898262391146	-3.64697114329234	0.00223552112779557	0.0290661724078233	-1.42766419302389	"SRGAP3"
"FAF2"	-0.999924324677628	10.5058942099565	-3.64627997946168	0.00223875744616138	0.02908917604357	-1.42903471147166	"FAF2"
"CEBPD"	1.24155498989703	13.675731613823	3.64471972524876	0.00224608049677707	0.0291296223625215	-1.43212853117546	"CEBPD"
"KIF14"	-0.890082707317209	5.65770693487348	-3.64440974409167	0.00224753825093159	0.0291296223625215	-1.43274318611497	"KIF14"
"HOXA2"	-0.750233712285665	6.23982704629996	-3.64440840882373	0.00224754453237298	0.0291296223625215	-1.43274583378529	"HOXA2"
"MZT2B"	-0.947784212392142	14.3239084188591	-3.64402814319292	0.00224933411567023	0.0291296223625215	-1.43349985198523	"MZT2B"
"SUGP2"	-0.776492016700447	9.17376387551963	-3.64371355578826	0.00225081568812829	0.0291296223625215	-1.43412363672978	"SUGP2"
"DNAJA3"	0.72219716915211	8.30372650724832	3.64369654967837	0.0022508958075275	0.0291296223625215	-1.43415735752139	"DNAJA3"
"VSIG8"	-1.09299270340967	7.93124701392786	-3.64342954907315	0.00225215407916812	0.0291296223625215	-1.43468678256138	"VSIG8"
"MEIS2"	-1.25791311926969	5.50678446793819	-3.64196513197641	0.00225906787118328	0.0291999985331305	-1.43759049539209	"MEIS2"
"MOB3C"	1.48285276986086	9.25797578170859	3.6412714183139	0.00226235045110139	0.0292195215120096	-1.43896600903347	"MOB3C"
"TCL1B"	1.41984550279329	7.66994912830626	3.64102332316564	0.0022635255720419	0.0292195215120096	-1.43945793649792	"TCL1B"
"GRID1-AS1"	-1.60598514972287	4.20746871876651	-3.63955914708925	0.00227047322614575	0.0292901386649434	-1.44236110809999	"GRID1-AS1"
"PLA2G16"	-0.869528688378529	6.94697579896136	-3.63842772564573	0.00227585657121427	0.0293404968101668	-1.4446044662281	"PLA2G16"
"KLF7"	0.895082973984211	6.03117158027343	3.63770189992371	0.00227931681396052	0.0293614130669076	-1.4460436054271	"KLF7"
"CENPV"	-0.820827315074782	11.3941766567909	-3.637466411529	0.00228044059527122	0.0293614130669076	-1.44651052061435	"CENPV"
"EEF1G"	-0.83754589583862	15.9856612249736	-3.63695639356943	0.00228287637237808	0.0293737006564002	-1.44752175641498	"EEF1G"
"CDCA3"	-1.06318398002188	8.01886664098565	-3.63645548017519	0.00228527120653529	0.0293854458386393	-1.44851493543571	"CDCA3"
"DHX9"	-1.1196857960461	10.9225781799889	-3.63599967317378	0.00228745257887139	0.0293944327503966	-1.44941867628397	"DHX9"
"NEK4"	1.10515575116501	5.61991839119892	3.63482025003868	0.00229310668257619	0.0294480047293528	-1.45175713211368	"NEK4"
"C9orf40"	0.693903477830367	5.51613471748816	3.63411572743381	0.00229649081651543	0.0294723753461928	-1.45315398453746	"C9orf40"
"SNAP47"	-0.724758833928042	8.87912274357337	-3.63290720168701	0.00230230756642935	0.0295279136010097	-1.45555009849174	"SNAP47"
"CYB5R3"	0.785158881972989	11.1545187480279	3.63209791781298	0.00230621098231475	0.0295400113140713	-1.45715462967091	"CYB5R3"
"FRY"	0.998551887918583	8.31237024180844	3.63209388349322	0.00230623045764486	0.0295400113140713	-1.45716262830543	"FRY"
"CDC34"	1.33777264472143	10.9427332330482	3.63164951892704	0.00230837659877355	0.0295484126536358	-1.45804364470976	"CDC34"
"ADAD2"	-1.37974139498176	7.43979383515961	-3.63028225694258	0.0023149926103339	0.029613982888839	-1.46075441306287	"ADAD2"
"CHRNB3"	-1.02651119661322	5.6570433668488	-3.62972904310088	0.00231767494239669	0.0296263501281728	-1.46185121835425	"CHRNB3"
"SAAL1"	-0.896241933302469	8.66912405301825	-3.62930132940936	0.00231975090545388	0.0296263501281728	-1.46269920206179	"SAAL1"
"UGT2B7"	-1.34577840263649	5.67569514289947	-3.6291590504429	0.00232044188768672	0.0296263501281728	-1.46298128304432	"UGT2B7"
"NAE1"	-1.15471994931898	11.7479095077669	-3.62791042627991	0.00232651472725524	0.0296748954884749	-1.46545677646303	"NAE1"
"RIPK3"	1.17472057713142	7.03487596593647	3.62776206365804	0.00232723736557285	0.0296748954884749	-1.46575091467563	"RIPK3"
"ARL13B"	0.90013004356222	5.74637895160838	3.62699835685367	0.00233096075762852	0.0297032711454102	-1.46726500428398	"ARL13B"
"ITCH"	-1.28995603091344	9.15155014379377	-3.626363025146	0.00233406281678465	0.0297236978363558	-1.46852457432026	"ITCH"
"KLHL9"	1.00320245216972	8.42225689117978	3.62540924381617	0.00233872750311031	0.0297639851936272	-1.4704154676539	"KLHL9"
"HSPB6"	-1.09179914976728	8.30339098433424	-3.62499048020332	0.00234077851352697	0.0297709790674874	-1.47124567017057	"HSPB6"
"IFNA14"	-1.06718142211203	7.54729039906622	-3.62262348260943	0.00235240547907539	0.0298996768199403	-1.47593819473483	"IFNA14"
"MYL1"	-1.23850699496111	5.53119222591287	-3.62196010847575	0.00235567442176965	0.0299220451216199	-1.47725329927817	"MYL1"
"CA5B"	0.885579849209406	5.3881581751065	3.62089925470575	0.00236091150977867	0.0299508357572905	-1.4793563669409	"CA5B"
"TMEM87A"	-0.810232018137117	10.9020883465366	-3.62088902072238	0.00236096208839243	0.0299508357572905	-1.47937665497273	"TMEM87A"
"SLC16A5"	1.46268252406306	8.46114604317435	3.62033844814697	0.00236368474141668	0.0299662027191879	-1.4804681165842	"SLC16A5"
"ORAI2"	1.13696504097547	7.80568689602079	3.61945359529106	0.00236806704783036	0.0299938365553199	-1.4822222456919	"ORAI2"
"TMEM121"	1.48174212829869	5.40366409500558	3.61928764127625	0.00236888985503485	0.0299938365553199	-1.48255123044275	"TMEM121"
"ZSWIM3"	0.912283883258401	5.70416135112754	3.61811473154379	0.00237471336647099	0.0300483832995448	-1.48487637200041	"ZSWIM3"
"RPL12"	-1.08330181245517	15.1011352893396	-3.61565820967553	0.00238695655865437	0.0301840399521677	-1.48974601017488	"RPL12"
"CRYGS"	0.934924850373249	5.69499495958027	3.61501622802638	0.00239016657772446	0.030205368325762	-1.49101860783433	"CRYGS"
"OR1L4"	-0.887787680517783	8.00778709211822	-3.61402791414016	0.00239511677536711	0.0302486467655918	-1.49297772039009	"OR1L4"
"KIF7"	-0.858502404191209	5.66814539035986	-3.61252942289823	0.00240264191667291	0.0303075324314587	-1.49594810390297	"KIF7"
"NEDD8-MDP1"	0.866143549400061	7.91478228471259	3.6124907490939	0.00240283644251831	0.0303075324314587	-1.49602476435428	"NEDD8-MDP1"
"FAM228A"	-1.1443670786552	7.92450234666984	-3.61158616584982	0.00240739092088147	0.0303359595450717	-1.49781784838942	"FAM228A"
"PRPF39"	-0.913670179671416	8.61372572489853	-3.61143554757145	0.00240815010711836	0.0303359595450717	-1.49811640529735	"PRPF39"
"IFNAR2"	1.34308964386886	10.3071457814108	3.61083057162399	0.0024112018850198	0.0303551180801095	-1.49931558878836	"IFNAR2"
"SRBD1"	0.96390507671274	6.69013934403234	3.61005640011076	0.00241511281603629	0.0303850614951571	-1.50085013939569	"SRBD1"
"VTA1"	-0.710375495061738	8.68719176969731	-3.60754359567154	0.00242785075380806	0.0305259510123692	-1.50583088416734	"VTA1"
"SF3B1"	-0.852685960494927	13.7012861337801	-3.606890343236	0.00243117323774665	0.0305483542192907	-1.50712570129297	"SF3B1"
"PGBD4"	1.27683165343239	5.17251692710306	3.60628781840098	0.00243424175584317	0.0305619405416088	-1.50831996179106	"PGBD4"
"ZKSCAN1"	1.41304053653247	6.11416377412569	3.60607290408183	0.00243533720273058	0.0305619405416088	-1.50874593994134	"ZKSCAN1"
"FLJ27255"	2.03080168343886	5.39832629784445	3.60545806084822	0.00243847386864915	0.0305819480503323	-1.50996460451143	"FLJ27255"
"SLC7A1"	1.29217386069937	7.5341007875488	3.60467865265389	0.00244245589178543	0.0306089998123458	-1.51150943584994	"SLC7A1"
"ATP10B"	-0.956657444341575	7.88596857106605	-3.60419829560253	0.00244491329614974	0.0306089998123458	-1.51246152349729	"ATP10B"
"FOS"	0.991705220815539	13.4433498796793	3.60387565878016	0.00244656522766949	0.0306089998123458	-1.51310099994364	"FOS"
"RMI1"	1.27743310344724	6.21798010442838	3.60382869797335	0.00244680576470487	0.0306089998123458	-1.51319407754532	"RMI1"
"PSD4"	1.05004243535398	8.46739477292334	3.60320925368713	0.00244998082623008	0.030629394591734	-1.51442182799836	"PSD4"
"LPIN3"	-0.96966783202449	6.92641331495334	-3.60091523660993	0.00246177516479872	0.0307377245160792	-1.51896853165613	"LPIN3"
"CADM1"	-0.924336187172451	7.36948240730593	-3.600361396585	0.00246463116107509	0.0307377245160792	-1.52006621381511	"CADM1"
"GRIK3"	1.13035339867698	6.68551844319597	3.60032464192977	0.00246482081181592	0.0307377245160792	-1.52013905936161	"GRIK3"
"SORBS3"	-0.899500026467252	8.11385264716843	-3.60031960920819	0.00246484678134789	0.0307377245160792	-1.52014903391464	"SORBS3"
"OR3A1"	-0.825916363913594	4.73315356903515	-3.59934984276718	0.00246985602657029	0.0307730815764984	-1.52207104113103	"OR3A1"
"GIT2"	1.11181436909444	10.7022561612958	3.59915048863558	0.00247088703599173	0.0307730815764984	-1.52246614372982	"GIT2"
"AUTS2"	-1.12239758260696	9.74928488014554	-3.5985745291483	0.00247386817592873	0.0307730815764984	-1.52360763984997	"AUTS2"
"TAX1BP1"	-0.747578785785854	12.376051886024	-3.59857030443986	0.00247389005612964	0.0307730815764984	-1.52361601278343	"TAX1BP1"
"SEPT4"	0.997231049822602	4.63814026393182	3.59722439834587	0.002480870518387	0.0308370002932318	-1.52628343585605	"SEPT4"
"TRIM34"	-1.11140366274376	6.7499709766172	-3.59696662233243	0.00248220970758094	0.0308370002932318	-1.52679431146932	"TRIM34"
"SNX27"	1.0758149880606	9.6308988938881	3.59668103166718	0.00248369424391221	0.0308370002932318	-1.5273603098055	"SNX27"
"S100A8"	1.44296850733841	16.5458290745349	3.59590290072409	0.00248774358018044	0.0308679472514504	-1.52890243929637	"S100A8"
"TUSC3"	-0.822867581962971	8.33984780186166	-3.59519327435701	0.00249144218755905	0.0308945063758104	-1.53030879021837	"TUSC3"
"SLC25A33"	-1.08927095641348	9.42837675979612	-3.59363432988862	0.0024995868310959	0.0309761298043559	-1.53339828992332	"SLC25A33"
"CAPSL"	-1.04106477894399	8.12705769501803	-3.59327169918555	0.00250148520006227	0.0309802926588599	-1.53411693853823	"CAPSL"
"MAP3K11"	0.987882345792373	11.5463946887537	3.59262386864275	0.00250488018224713	0.0309923494480064	-1.5354007774544	"MAP3K11"
"C5orf34"	0.895425080813162	5.60927614440839	3.59248951643996	0.00250558483786334	0.0309923494480064	-1.53566702870348	"C5orf34"
"HIST1H2BM"	0.792958006528363	9.77698315804508	3.59195118572988	0.00250841028723534	0.0310079545980688	-1.53673385588914	"HIST1H2BM"
"ARL3"	1.03111462899528	8.96589499646824	3.59160646829634	0.00251022122529209	0.0310110071371288	-1.53741698942906	"ARL3"
"IL1B"	2.64961244293628	11.0756045393751	3.5902725792095	0.00251724101869486	0.0310783654537246	-1.54006035478861	"IL1B"
"KCNJ5"	-0.947558310447131	5.8563470747844	-3.58906614814035	0.00252360697227193	0.031137572524087	-1.54245109588737	"KCNJ5"
"SLC25A20"	1.51625067631482	8.60613433832491	3.58806965356426	0.00252887731197768	0.0311793081713437	-1.54442578381733	"SLC25A20"
"PLEKHG3"	1.72714553767222	11.2391437417279	3.58757066419765	0.00253152054600246	0.0311793081713437	-1.54541458820219	"PLEKHG3"
"DYNC1LI1"	-0.643249401084284	11.5687635163538	-3.5875354874207	0.00253170698788902	0.0311793081713437	-1.54548429474545	"DYNC1LI1"
"CDK14"	1.28700333711488	7.98344108819021	3.58722808028284	0.0025333368742763	0.0311800146139978	-1.54609345341122	"CDK14"
"SYCE1L"	-0.967297124764041	9.29999444683269	-3.58664207476437	0.00253644681249901	0.0311989251850065	-1.5472546761033	"SYCE1L"
"POLR1D"	0.7458572274243	8.2622540308653	3.58524480331281	0.00254387757997906	0.031255584808665	-1.55002345728951	"POLR1D"
"RNF138"	-1.6231738821659	9.84073845128235	-3.58498724220868	0.00254524968137693	0.031255584808665	-1.55053382493179	"RNF138"
"GPRASP1"	-1.34367795505072	10.6107083922551	-3.58488731900456	0.00254578220022161	0.031255584808665	-1.55073182626849	"GPRASP1"
"TCAP"	-1.15126598668996	8.42414137266545	-3.58431649542349	0.00254882641886593	0.0312735954413822	-1.55186292792913	"TCAP"
"MRGPRX2"	-1.05594280014194	7.46393919767455	-3.58264687359572	0.00255775149502337	0.0313636961306886	-1.55517127460719	"MRGPRX2"
"TLR2"	1.44046273529341	11.9438293866172	3.58194440457506	0.00256151593504534	0.031374280390462	-1.55656318985733	"TLR2"
"DCT"	-1.00767012922566	5.85488219527275	-3.58189529772391	0.00256177929958432	0.031374280390462	-1.55666049266788	"DCT"
"UBXN2B"	1.25832440155027	6.31916790319519	3.58061525090258	0.00256865387828442	0.0314318174750843	-1.55919681844281	"UBXN2B"
"OR10C1"	-0.791099772896292	8.18684922354611	-3.58034174802077	0.00257012513689339	0.0314318174750843	-1.55973873978749	"OR10C1"
"KSR2"	-0.822707516343211	6.04386524435465	-3.58011143081773	0.00257136474031187	0.0314318174750843	-1.56019509094464	"KSR2"
"LOC100506643"	-0.813510385252847	6.54991577215347	-3.57984151621619	0.00257281822483668	0.0314318174750843	-1.56072989857403	"LOC100506643"
"KIAA0754"	1.10256509757719	8.28440789414718	3.57925896697287	0.00257595804395605	0.0314507980883993	-1.56188415204053	"KIAA0754"
"GPR65"	0.840949841717375	12.1476260450293	3.57875843716785	0.00257865885870753	0.0314547014111064	-1.56287588577631	"GPR65"
"WBSCR22"	-1.12459103618648	10.4234366776295	-3.57861182548661	0.00257945049901447	0.0314547014111064	-1.56316637610618	"WBSCR22"
"DRG1"	-0.829298928234805	12.5749155404164	-3.57772688343457	0.00258423397537282	0.0314662067995787	-1.56491975058415	"DRG1"
"WDR17"	-1.08198936983394	5.60028900126131	-3.57760341713343	0.0025849020670348	0.0314662067995787	-1.56516437798031	"WDR17"
"EGFL7"	0.931951463728419	5.63309926177764	3.57755670529049	0.0025851548757572	0.0314662067995787	-1.56525692940687	"EGFL7"
"FGF19"	-0.993834298761197	10.2303371783616	-3.57666628463084	0.0025899786478028	0.0314714843001671	-1.56702113162409	"FGF19"
"KIAA0226L"	1.49975908496454	8.37642722351232	3.57656742770601	0.0025905147514234	0.0314714843001671	-1.5672169967338	"KIAA0226L"
"EEF1D"	-0.962442224999003	13.7075404570913	-3.57581891521905	0.00259457755957255	0.0314714843001671	-1.56870001439818	"EEF1D"
"VEGFC"	0.898314509585436	4.5472302363875	3.57558664026305	0.00259583960763248	0.0314714843001671	-1.56916021429598	"VEGFC"
"WDR48"	-1.05151402864589	10.4032285452896	-3.57555190124182	0.00259602841223533	0.0314714843001671	-1.56922904161486	"WDR48"
"ITGA2"	0.823419899089633	5.77817458118626	3.575277815103	0.00259751853688603	0.0314714843001671	-1.56977207853085	"ITGA2"
"OSBPL7"	-1.04601586616285	11.0905178010956	-3.57521349546606	0.0025978683475825	0.0314714843001671	-1.56989951237295	"OSBPL7"
"FAM107A"	-0.698353202969923	7.53304205524597	-3.57513666685894	0.00259828625173358	0.0314714843001671	-1.57005172956212	"FAM107A"
"SCFD1"	-0.832987995175888	11.057908637076	-3.57348056573537	0.00260731087931508	0.0315615141117579	-1.57333284863315	"SCFD1"
"LOC100506585"	1.49817397581011	6.37116766006017	3.57139421841056	0.0026187247237925	0.0316803379032079	-1.57746626889936	"LOC100506585"
"GLT8D1"	0.903816491218743	7.95901367336134	3.57007170111877	0.00262598574018705	0.0317488080831883	-1.5800863401677	"GLT8D1"
"FOXD4L5"	-0.972947324566585	6.24149906382289	-3.56509121341382	0.00265351136550962	0.0320620495766757	-1.58995282719829	"FOXD4L5"
"HAO2"	-0.792551338809385	6.12336951879483	-3.5644002974828	0.0026573525796439	0.0320706407546739	-1.59132149064674	"HAO2"
"TMEM220"	-1.10470580695671	6.98137440010225	-3.56412125491428	0.00265890552061919	0.0320706407546739	-1.59187425318149	"TMEM220"
"RRS1"	-1.00432673254457	9.43529596802426	-3.56409086325277	0.00265907471256223	0.0320706407546739	-1.59193445665098	"RRS1"
"CHD7"	-0.736655638104205	10.1791004475002	-3.56197571287995	0.00267087636323318	0.0321589899387691	-1.59612433028716	"CHD7"
"CCDC89"	-0.931513964995772	5.50206512867245	-3.56171976286884	0.00267230800644744	0.0321589899387691	-1.5966313287179	"CCDC89"
"ZBTB9"	0.742619722703874	6.85134376056903	3.56161993587717	0.00267286659167491	0.0321589899387691	-1.59682907039252	"ZBTB9"
"PLEKHA5"	-0.923054075978913	8.30484953961603	-3.56161618102526	0.002672887604352	0.0321589899387691	-1.59683650816135	"PLEKHA5"
"ERP29"	-0.811503886839823	12.102477960885	-3.56094267909397	0.00267665929003505	0.0321848395408217	-1.598170601902	"ERP29"
"PAX1"	-0.924837994127106	11.5764270447744	-3.56024975021207	0.00268054532586508	0.0322120319522744	-1.59954316205424	"PAX1"
"C10orf88"	0.907334641053493	7.72386283106817	3.55991093201417	0.00268244751673523	0.0322153660580413	-1.60021429078598	"C10orf88"
"NETO2"	1.33840545867263	4.73166085822748	3.55951630000676	0.0026846647595482	0.0322181151212411	-1.6009959704805	"NETO2"
"HCLS1"	0.988289489727183	14.83896359461	3.55896563258447	0.00268776175289394	0.0322181151212411	-1.60208671383421	"HCLS1"
"RPIA"	-0.924587804579943	9.76737269305215	-3.55883023538814	0.00268852378375389	0.0322181151212411	-1.60235490251191	"RPIA"
"NUDT6"	0.845925699864523	5.07283954294204	3.558714391245	0.00268917593936121	0.0322181151212411	-1.60258436091154	"NUDT6"
"KRTAP1-3"	-1.33451575900514	9.31481567665921	-3.55823993798807	0.00269184857074316	0.0322306603023522	-1.60352413013825	"KRTAP1-3"
"ACSL1"	1.79375068638899	11.9632141708054	3.55784554562447	0.0026940722352522	0.0322378179122393	-1.60430531388935	"ACSL1"
"DNAJC18"	-0.835952364169862	8.39524001004052	-3.55722179347998	0.00269759282865997	0.0322604768435886	-1.60554078652951	"DNAJC18"
"C11orf1"	-1.09756666904246	8.96503287532094	-3.5567012564387	0.00270053437601138	0.03226297646334	-1.60657181019989	"C11orf1"
"CIR1"	-1.23462365852889	10.8801575138729	-3.55575798822103	0.0027058729484947	0.03226297646334	-1.60844011166494	"CIR1"
"CCDC3"	1.63358340083992	6.82480644830661	3.55575422024233	0.00270589429510803	0.03226297646334	-1.60844757472248	"CCDC3"
"SECISBP2L"	-1.20030593615797	10.5211582821769	-3.55547390210301	0.00270748284530098	0.03226297646334	-1.60900278632085	"SECISBP2L"
"ERGIC2"	0.784222271057593	7.56499463749691	3.55525700082091	0.00270871265515211	0.03226297646334	-1.60943238966725	"ERGIC2"
"CCNYL2"	-0.713898186877843	5.16954312590574	-3.5550159738206	0.00271007991099165	0.03226297646334	-1.60990977555896	"CCNYL2"
"LOC100996279"	1.24878148217846	8.05048570944397	3.55499026693045	0.00271022577727734	0.03226297646334	-1.60996069134616	"LOC100996279"
"TFCP2L1"	-0.760999719249936	7.24612267436922	-3.55488573704707	0.00271081898264699	0.03226297646334	-1.61016772593881	"TFCP2L1"
"ZNF57"	0.90072256600756	6.23094212086063	3.55407941470445	0.00271539921545044	0.0322886489354891	-1.61176473671665	"ZNF57"
"ATP11C"	1.0922646155047	6.24780804874196	3.55393279163687	0.00271623292436937	0.0322886489354891	-1.61205513764364	"ATP11C"
"AGBL3"	-0.81078821988918	5.20120889885831	-3.55275487985743	0.00272293990910971	0.032348982934588	-1.61438807801991	"AGBL3"
"NLK"	1.20823967848124	5.60152193288154	3.55195417517265	0.0027275085452418	0.0323838559491343	-1.61597390576896	"NLK"
"DPAGT1"	1.37778409603982	8.4025849815945	3.55121960989104	0.00273170654763333	0.0324142893036946	-1.61742872288953	"DPAGT1"
"PDCD1LG2"	-0.881590061094884	8.20048018765899	-3.55058281040934	0.00273535105240612	0.0324381224085577	-1.61868989875318	"PDCD1LG2"
"HNRNPA3"	0.74859882889139	10.3735433720801	3.54992984195102	0.00273909314442261	0.0324468557981453	-1.61998308292526	"HNRNPA3"
"OR4E2"	-0.859002261042257	6.26450479103365	-3.54988325424693	0.00273936032913532	0.0324468557981453	-1.62007534790508	"OR4E2"
"ATP6V0D1"	1.0516950528264	12.375312796025	3.54881261141761	0.00274550775033581	0.0325002553275573	-1.62219569050515	"ATP6V0D1"
"STARD8"	1.06949669525167	7.60236222116665	3.54769735444672	0.00275192600801685	0.0325549079208632	-1.62440434716062	"STARD8"
"LGALS3BP"	-0.862446007360221	11.8583626843104	-3.54744014930455	0.00275340834089609	0.0325549079208632	-1.62491371058964	"LGALS3BP"
"NFATC2IP"	-1.05307764159288	9.53836090953575	-3.54686148000584	0.00275674626592074	0.0325719643017651	-1.62605968629022	"NFATC2IP"
"PIGV"	0.87574024478689	6.74167612823709	3.54656008109983	0.00275848642076827	0.0325719643017651	-1.62665656119539	"PIGV"
"SLC38A3"	-0.993100373800407	7.87734069117624	-3.54633630879318	0.00275977910162222	0.0325719643017651	-1.62709970634735	"SLC38A3"
"ENKD1"	0.802612304242235	8.09813848661551	3.54536466333589	0.00276539910186338	0.0326188776869406	-1.62902387422209	"ENKD1"
"TIAL1"	-0.944052518554418	12.3632290119452	-3.54375173481278	0.00277475356198931	0.0327097583990036	-1.6322179147138	"TIAL1"
"TMEM91"	0.80851087613963	10.4049825850736	3.54235946842892	0.0027828536925001	0.0327757286935994	-1.63497491056814	"TMEM91"
"ZNF71"	0.775593661973711	6.58122616282666	3.54222182187488	0.00278365579584534	0.0327757286935994	-1.63524747753598	"ZNF71"
"LOC440335"	-1.02705906429566	5.46669453115068	-3.54174720314745	0.00278642329938274	0.0327888434303625	-1.63618730986979	"LOC440335"
"HOOK2"	0.912899350869425	6.99331404389355	3.54124265541768	0.00278936833574315	0.0328040304632948	-1.63718639840261	"HOOK2"
"EXOC3"	0.956248876734379	12.1146278317904	3.53975906641016	0.00279804606041447	0.0328865781184932	-1.64012409938988	"EXOC3"
"TMEM71"	1.26278083300478	9.25607885819573	3.53880235360786	0.00280365631978672	0.0329329961544615	-1.64201847470327	"TMEM71"
"PYGO2"	0.912360451115399	6.93763728915963	3.53805272296085	0.0028080600856674	0.0329407707514555	-1.64350278624717	"PYGO2"
"CHIC1"	-0.860742218961144	8.36868739200986	-3.53755137767234	0.00281100913731867	0.0329407707514555	-1.64449546730127	"CHIC1"
"CISD1"	1.29514714728115	6.37366972188338	3.53724128412363	0.00281283474291431	0.0329407707514555	-1.64510945874068	"CISD1"
"RAB2A"	-0.86907889698954	12.5646038788151	-3.53714947935661	0.00281337545006578	0.0329407707514555	-1.64529123335224	"RAB2A"
"C9orf173"	-0.720264060799574	6.99459770835967	-3.53707456997062	0.00281381672462342	0.0329407707514555	-1.64543955466772	"C9orf173"
"PEX3"	0.867627415373505	5.91108375939644	3.53664066646171	0.00281637411530156	0.0329407707514555	-1.64629868385537	"PEX3"
"HINT1"	-0.972533367310721	14.5615939912595	-3.53640892955181	0.0028177409048235	0.0329407707514555	-1.64675752027013	"HINT1"
"NT5C1B"	-1.4829147074641	6.63710258084472	-3.53626414103326	0.0028185952073194	0.0329407707514555	-1.64704419888145	"NT5C1B"
"MAFG-AS1"	-0.952602945959998	8.45581194174604	-3.53614978657472	0.00281927012130421	0.0329407707514555	-1.64727061807401	"MAFG-AS1"
"SNORA27"	-1.31714336792967	6.54269873929971	-3.53547498607296	0.00282325604892823	0.0329679157468486	-1.64860669783128	"SNORA27"
"ASPH"	1.12277901902689	5.54753466879761	3.53513059466114	0.00282529247894435	0.0329722773822888	-1.64928857355144	"ASPH"
"PCDHB9"	-0.883741898897292	7.17074082412754	-3.53364851233634	0.00283407298859336	0.0330552936575466	-1.65222296407515	"PCDHB9"
"OR5M1"	-0.957793916557284	6.06970408811383	-3.53306845074698	0.00283751695169864	0.0330760059484307	-1.6533714121992	"OR5M1"
"MAP1LC3A"	1.77427973424395	10.6541744287889	3.53249952343162	0.00284089887150576	0.03308762222163	-1.65449780381803	"MAP1LC3A"
